Word,Frequency,Probability
conceivable,1,7.450454477723141e-05
conceivably,1,7.450454477723141e-05
conceiving,1,7.450454477723141e-05
concentrate,1,7.450454477723141e-05
concept,3,0.00022351363433169424
conception,5,0.00037252272388615704
concepts,2,0.00014900908955446283
concern,4,0.00029801817910892565
concerned,16,0.0011920727164357026
concerns,3,0.00022351363433169424
concluded,1,7.450454477723141e-05
conclusion,17,0.001266577261212934
conclusions,2,0.00014900908955446283
concourse,1,7.450454477723141e-05
concrete,3,0.00022351363433169424
condemns,1,7.450454477723141e-05
condition,2,0.00014900908955446283
conditions,4,0.00029801817910892565
conduct,1,7.450454477723141e-05
confess,1,7.450454477723141e-05
confidence,3,0.00022351363433169424
confident,2,0.00014900908955446283
confine,1,7.450454477723141e-05
confined,6,0.0004470272686633885
confining,1,7.450454477723141e-05
confirm,2,0.00014900908955446283
confirmation,1,7.450454477723141e-05
confirmed,1,7.450454477723141e-05
confirms,1,7.450454477723141e-05
conflict,1,7.450454477723141e-05
conform,3,0.00022351363433169424
conformity,1,7.450454477723141e-05
confused,1,7.450454477723141e-05
confusing,1,7.450454477723141e-05
confusion,8,0.0005960363582178513
confusions,1,7.450454477723141e-05
confute,1,7.450454477723141e-05
conjecture,1,7.450454477723141e-05
connaître,1,7.450454477723141e-05
connected,12,0.000894054537326777
connecting,1,7.450454477723141e-05
connects,1,7.450454477723141e-05
connexion,19,0.0014155863507673968
connexions,3,0.00022351363433169424
conscious,3,0.00022351363433169424
consciously,2,0.00014900908955446283
consciousness,5,0.00037252272388615704
consent,1,7.450454477723141e-05
consequences,1,7.450454477723141e-05
considerable,3,0.00022351363433169424
consideration,7,0.0005215318134406199
considerations,2,0.00014900908955446283
considered,13,0.0009685590821040083
considers,2,0.00014900908955446283
consist,4,0.00029801817910892565
consisted,1,7.450454477723141e-05
consisting,3,0.00022351363433169424
consists,21,0.0015645954403218597
constant,5,0.00037252272388615704
constantly,6,0.0004470272686633885
constituency,4,0.00029801817910892565
constituent,4,0.00029801817910892565
constituents,10,0.0007450454477723141
constitute,6,0.0004470272686633885
constituted,6,0.0004470272686633885
constitutes,5,0.00037252272388615704
constituting,1,7.450454477723141e-05
constitution,2,0.00014900908955446283
construct,1,7.450454477723141e-05
constructed,1,7.450454477723141e-05
constructing,1,7.450454477723141e-05
constructions,1,7.450454477723141e-05
constructive,1,7.450454477723141e-05
contact,5,0.00037252272388615704
contained,2,0.00014900908955446283
contemplated,1,7.450454477723141e-05
contemplates,3,0.00022351363433169424
contemplating,1,7.450454477723141e-05
contemplation,13,0.0009685590821040083
contemplative,1,7.450454477723141e-05
contemptuously,1,7.450454477723141e-05
contended,1,7.450454477723141e-05
content,2,0.00014900908955446283
contention,1,7.450454477723141e-05
contentions,1,7.450454477723141e-05
contents,3,0.00022351363433169424
context,2,0.00014900908955446283
continual,2,0.00014900908955446283
continue,6,0.0004470272686633885
continued,1,7.450454477723141e-05
continues,6,0.0004470272686633885
continuing,1,7.450454477723141e-05
continuous,1,7.450454477723141e-05
continuously,1,7.450454477723141e-05
contradict,1,7.450454477723141e-05
contradiction,20,0.0014900908955446282
contradictions,5,0.00037252272388615704
contradictory,1,7.450454477723141e-05
contrary,14,0.0010430636268812397
contrast,1,7.450454477723141e-05
contributed,1,7.450454477723141e-05
contribution,1,7.450454477723141e-05
contributions,1,7.450454477723141e-05
control,2,0.00014900908955446283
controversies,2,0.00014900908955446283
controversy,2,0.00014900908955446283
convenient,1,7.450454477723141e-05
converged,1,7.450454477723141e-05
conversation,1,7.450454477723141e-05
conversely,2,0.00014900908955446283
convert,1,7.450454477723141e-05
convey,2,0.00014900908955446283
convictions,3,0.00022351363433169424
convinced,2,0.00014900908955446283
convincing,1,7.450454477723141e-05
cool,1,7.450454477723141e-05
cooperation,1,7.450454477723141e-05
copied,2,0.00014900908955446283
copies,7,0.0005215318134406199
copying,4,0.00029801817910892565
copyright,18,0.0013410818059901655
corporation,1,7.450454477723141e-05
correct,4,0.00029801817910892565
correctly,1,7.450454477723141e-05
correlative,1,7.450454477723141e-05
correspond,8,0.0005960363582178513
corresponded,1,7.450454477723141e-05
correspondence,12,0.000894054537326777
corresponds,6,0.0004470272686633885
corrupt,1,7.450454477723141e-05
cost,3,0.00022351363433169424
costs,2,0.00014900908955446283
counterparts,1,7.450454477723141e-05
countless,1,7.450454477723141e-05
countries,1,7.450454477723141e-05
country,4,0.00029801817910892565
couple,3,0.00022351363433169424
couples,8,0.0005960363582178513
cranny,1,7.450454477723141e-05
create,4,0.00029801817910892565
created,4,0.00029801817910892565
creates,1,7.450454477723141e-05
creating,3,0.00022351363433169424
creation,1,7.450454477723141e-05
credit,2,0.00014900908955446283
criterion,2,0.00014900908955446283
critical,6,0.0004470272686633885
critically,2,0.00014900908955446283
criticism,9,0.0006705409029950827
criticisms,1,7.450454477723141e-05
criticized,1,7.450454477723141e-05
crude,4,0.00029801817910892565
crudely,1,7.450454477723141e-05
current,1,7.450454477723141e-05
custom,1,7.450454477723141e-05
customary,1,7.450454477723141e-05
cut,2,0.00014900908955446283
cutting,1,7.450454477723141e-05
daily,8,0.0005960363582178513
damage,1,7.450454477723141e-05
damaged,1,7.450454477723141e-05
damages,2,0.00014900908955446283
danger,1,7.450454477723141e-05
dark,3,0.00022351363433169424
data,17,0.001266577261212934
dataif,1,7.450454477723141e-05
dates,1,7.450454477723141e-05
datum,5,0.00037252272388615704
day,5,0.00037252272388615704
days,5,0.00037252272388615704
dead,2,0.00014900908955446283
deal,6,0.0004470272686633885
dealing,7,0.0005215318134406199
deals,3,0.00022351363433169424
dealt,6,0.0004470272686633885
death,2,0.00014900908955446283
debate,1,7.450454477723141e-05
debated,1,7.450454477723141e-05
deceitful,1,7.450454477723141e-05
deceive,1,7.450454477723141e-05
deceptive,1,7.450454477723141e-05
decide,3,0.00022351363433169424
decided,3,0.00022351363433169424
decides,1,7.450454477723141e-05
deciding,1,7.450454477723141e-05
decision,1,7.450454477723141e-05
declared,1,7.450454477723141e-05
deduce,5,0.00037252272388615704
deduced,18,0.0013410818059901655
deducible,2,0.00014900908955446283
deducing,1,7.450454477723141e-05
deductible,1,7.450454477723141e-05
deduction,6,0.0004470272686633885
deductions,3,0.00022351363433169424
deeds,1,7.450454477723141e-05
deeply,1,7.450454477723141e-05
defeated,1,7.450454477723141e-05
defect,3,0.00022351363433169424
defective,3,0.00022351363433169424
defensible,1,7.450454477723141e-05
define,2,0.00014900908955446283
defined,1,7.450454477723141e-05
definite,19,0.0014155863507673968
definiteness,1,7.450454477723141e-05
definition,18,0.0013410818059901655
definitions,1,7.450454477723141e-05
degree,21,0.0015645954403218597
degrees,7,0.0005215318134406199
deletions,1,7.450454477723141e-05
deliberate,1,7.450454477723141e-05
delightful,1,7.450454477723141e-05
delusion,1,7.450454477723141e-05
demand,4,0.00029801817910892565
demanding,1,7.450454477723141e-05
demands,3,0.00022351363433169424
demon,3,0.00022351363433169424
demonstrably,1,7.450454477723141e-05
demonstration,2,0.00014900908955446283
demonstrations,2,0.00014900908955446283
demonstrative,1,7.450454477723141e-05
demonstratively,1,7.450454477723141e-05
denial,3,0.00022351363433169424
denied,5,0.00037252272388615704
denies,1,7.450454477723141e-05
denotes,4,0.00029801817910892565
dentist,1,7.450454477723141e-05
deny,12,0.000894054537326777
depend,13,0.0009685590821040083
dependence,1,7.450454477723141e-05
dependent,9,0.0006705409029950827
depending,1,7.450454477723141e-05
depends,12,0.000894054537326777
derivative,16,0.0011920727164357026
derive,7,0.0005215318134406199
derived,17,0.001266577261212934
descend,1,7.450454477723141e-05
describes,1,7.450454477723141e-05
describing,1,7.450454477723141e-05
description,47,0.0035017136045298763
descriptions,9,0.0006705409029950827
descriptive,1,7.450454477723141e-05
desertit,1,7.450454477723141e-05
deserts,1,7.450454477723141e-05
deserves,1,7.450454477723141e-05
deserving,1,7.450454477723141e-05
designate,1,7.450454477723141e-05
desirability,1,7.450454477723141e-05
desirable,1,7.450454477723141e-05
desire,10,0.0007450454477723141
desires,5,0.00037252272388615704
desiring,1,7.450454477723141e-05
desirous,1,7.450454477723141e-05
destroy,2,0.00014900908955446283
destroyed,1,7.450454477723141e-05
destroys,1,7.450454477723141e-05
destructive,1,7.450454477723141e-05
detach,1,7.450454477723141e-05
determine,3,0.00022351363433169424
determined,3,0.00022351363433169424
determines,1,7.450454477723141e-05
develop,2,0.00014900908955446283
development,1,7.450454477723141e-05
developments,1,7.450454477723141e-05
diary,1,7.450454477723141e-05
dictionary,1,7.450454477723141e-05
die,1,7.450454477723141e-05
died,4,0.00029801817910892565
difference,11,0.0008195499925495455
differences,2,0.00014900908955446283
differentsomething,1,7.450454477723141e-05
differing,2,0.00014900908955446283
differingsome,1,7.450454477723141e-05
differs,2,0.00014900908955446283
difficult,23,0.0017136045298763224
difficulties,7,0.0005215318134406199
difficulty,14,0.0010430636268812397
diminish,1,7.450454477723141e-05
diminished,1,7.450454477723141e-05
diminishes,1,7.450454477723141e-05
diminishing,2,0.00014900908955446283
dined,1,7.450454477723141e-05
dinnertable,1,7.450454477723141e-05
diplomatist,4,0.00029801817910892565
direct,8,0.0005960363582178513
direction,6,0.0004470272686633885
directions,1,7.450454477723141e-05
directs,1,7.450454477723141e-05
disappear,1,7.450454477723141e-05
disappoint,1,7.450454477723141e-05
disappointing,1,7.450454477723141e-05
disclaim,1,7.450454477723141e-05
disclaimer,2,0.00014900908955446283
disclaimers,1,7.450454477723141e-05
discontinue,1,7.450454477723141e-05
discover,5,0.00037252272388615704
discoverable,4,0.00029801817910892565
discovered,7,0.0005215318134406199
discovering,5,0.00037252272388615704
discovery,2,0.00014900908955446283
discuss,1,7.450454477723141e-05
discussed,2,0.00014900908955446283
discussing,4,0.00029801817910892565
discussion,4,0.00029801817910892565
discussions,2,0.00014900908955446283
disease,1,7.450454477723141e-05
disengaged,1,7.450454477723141e-05
disentangle,2,0.00014900908955446283
disk,1,7.450454477723141e-05
dismiss,1,7.450454477723141e-05
dismissed,2,0.00014900908955446283
dispassionately,1,7.450454477723141e-05
display,1,7.450454477723141e-05
displayed,1,7.450454477723141e-05
displaying,4,0.00029801817910892565
disproved,4,0.00029801817910892565
disputable,1,7.450454477723141e-05
disputants,1,7.450454477723141e-05
dissociated,1,7.450454477723141e-05
distance,3,0.00022351363433169424
distances,5,0.00037252272388615704
distinct,3,0.00022351363433169424
distinction,7,0.0005215318134406199
distinctions,2,0.00014900908955446283
distinctive,2,0.00014900908955446283
distinctly,1,7.450454477723141e-05
distinguish,7,0.0005215318134406199
distinguished,4,0.00029801817910892565
distinguishes,1,7.450454477723141e-05
distinguishing,3,0.00022351363433169424
distort,1,7.450454477723141e-05
distorts,1,7.450454477723141e-05
distribute,5,0.00037252272388615704
distributed,4,0.00029801817910892565
distributing,7,0.0005215318134406199
distribution,8,0.0005960363582178513
disturbance,3,0.00022351363433169424
diverge,1,7.450454477723141e-05
diversity,1,7.450454477723141e-05
divest,1,7.450454477723141e-05
divide,1,7.450454477723141e-05
divided,1,7.450454477723141e-05
divisibilityphilosophers,1,7.450454477723141e-05
divisible,2,0.00014900908955446283
doctrine,4,0.00029801817910892565
doctrines,2,0.00014900908955446283
dogmas,1,7.450454477723141e-05
dogmatic,1,7.450454477723141e-05
dogmatically,2,0.00014900908955446283
dogmatism,1,7.450454477723141e-05
domain,2,0.00014900908955446283
domestic,1,7.450454477723141e-05
dominion,1,7.450454477723141e-05
donate,3,0.00022351363433169424
donation,1,7.450454477723141e-05
donations,12,0.000894054537326777
donors,1,7.450454477723141e-05
door,2,0.00014900908955446283
doubt,39,0.002905677246312025
doubted,5,0.00037252272388615704
doubting,5,0.00037252272388615704
doubtless,1,7.450454477723141e-05
doubts,2,0.00014900908955446283
downloading,1,7.450454477723141e-05
draw,9,0.0006705409029950827
drawing,2,0.00014900908955446283
drawn,1,7.450454477723141e-05
dream,8,0.0005960363582178513
dreams,11,0.0008195499925495455
dreamsthat,1,7.450454477723141e-05
dreamtable,1,7.450454477723141e-05
dried,1,7.450454477723141e-05
drifted,1,7.450454477723141e-05
drive,1,7.450454477723141e-05
driven,5,0.00037252272388615704
drives,1,7.450454477723141e-05
dualism,2,0.00014900908955446283
duly,1,7.450454477723141e-05
duration,2,0.00014900908955446283
dwell,3,0.00022351363433169424
dying,3,0.00022351363433169424
eBook,9,0.0006705409029950827
eBooks,7,0.0005215318134406199
earlier,4,0.00029801817910892565
earth,6,0.0004470272686633885
earths,2,0.00014900908955446283
earwig,3,0.00022351363433169424
easier,2,0.00014900908955446283
easiest,1,7.450454477723141e-05
easily,7,0.0005215318134406199
easy,7,0.0005215318134406199
eat,2,0.00014900908955446283
ebook,2,0.00014900908955446283
eclipse,1,7.450454477723141e-05
edition,1,7.450454477723141e-05
editions,4,0.00029801817910892565
educated,1,7.450454477723141e-05
educational,1,7.450454477723141e-05
effected,1,7.450454477723141e-05
effects,2,0.00014900908955446283
effort,4,0.00029801817910892565
efforts,3,0.00022351363433169424
elapse,1,7.450454477723141e-05
elapsed,1,7.450454477723141e-05
elect,1,7.450454477723141e-05
elected,1,7.450454477723141e-05
electric,1,7.450454477723141e-05
electronic,27,0.002011622708985248
electronically,2,0.00014900908955446283
element,3,0.00022351363433169424
elementary,1,7.450454477723141e-05
elements,1,7.450454477723141e-05
elicited,4,0.00029801817910892565
elsesomething,1,7.450454477723141e-05
elucidation,1,7.450454477723141e-05
email,2,0.00014900908955446283
embark,1,7.450454477723141e-05
emerged,1,7.450454477723141e-05
emerges,1,7.450454477723141e-05
emitted,1,7.450454477723141e-05
emitting,1,7.450454477723141e-05
emotion,2,0.00014900908955446283
emphasized,1,7.450454477723141e-05
emphatically,1,7.450454477723141e-05
empirical,15,0.001117568171658471
empiricists,7,0.0005215318134406199
empiricistswho,1,7.450454477723141e-05
employ,2,0.00014900908955446283
employed,4,0.00029801817910892565
employee,1,7.450454477723141e-05
employees,1,7.450454477723141e-05
employs,1,7.450454477723141e-05
enable,5,0.00037252272388615704
enables,6,0.0004470272686633885
enabling,2,0.00014900908955446283
endeavour,3,0.00022351363433169424
endeavoured,2,0.00014900908955446283
enemy,2,0.00014900908955446283
engagement,1,7.450454477723141e-05
engendered,1,7.450454477723141e-05
enlarge,3,0.00022351363433169424
enlarged,1,7.450454477723141e-05
enlargement,4,0.00029801817910892565
enlarges,1,7.450454477723141e-05
enormously,1,7.450454477723141e-05
enrich,1,7.450454477723141e-05
ensures,2,0.00014900908955446283
ensuring,1,7.450454477723141e-05
entails,1,7.450454477723141e-05
entangled,1,7.450454477723141e-05
enter,1,7.450454477723141e-05
entertain,3,0.00022351363433169424
entertained,2,0.00014900908955446283
entertaining,1,7.450454477723141e-05
entities,8,0.0005960363582178513
entity,6,0.0004470272686633885
enumerated,1,7.450454477723141e-05
enumeration,1,7.450454477723141e-05
enunciated,1,7.450454477723141e-05
equal,1,7.450454477723141e-05
equally,10,0.0007450454477723141
equipment,3,0.00022351363433169424
equivocation,1,7.450454477723141e-05
ergo,1,7.450454477723141e-05
erroneous,11,0.0008195499925495455
error,18,0.0013410818059901655
errors,2,0.00014900908955446283
escape,4,0.00029801817910892565
esse,1,7.450454477723141e-05
essence,7,0.0005215318134406199
essential,7,0.0005215318134406199
essentially,8,0.0005960363582178513
establish,4,0.00029801817910892565
established,2,0.00014900908955446283
estimated,1,7.450454477723141e-05
etcis,1,7.450454477723141e-05
etcmay,1,7.450454477723141e-05
etcwhich,1,7.450454477723141e-05
eternal,1,7.450454477723141e-05
eternally,1,7.450454477723141e-05
ethical,4,0.00029801817910892565
ethics,2,0.00014900908955446283
event,3,0.00022351363433169424
events,4,0.00029801817910892565
everyday,1,7.450454477723141e-05
evidence,12,0.000894054537326777
evident,15,0.001117568171658471
evil,5,0.00037252272388615704
exact,1,7.450454477723141e-05
examination,4,0.00029801817910892565
examine,8,0.0005960363582178513
examined,5,0.00037252272388615704
examines,1,7.450454477723141e-05
examining,3,0.00022351363433169424
exampleraises,1,7.450454477723141e-05
examples,2,0.00014900908955446283
exceedingly,1,7.450454477723141e-05
exceptional,2,0.00014900908955446283
exceptions,9,0.0006705409029950827
excluded,2,0.00014900908955446283
excluding,1,7.450454477723141e-05
exclusion,1,7.450454477723141e-05
exclusive,2,0.00014900908955446283
exclusively,6,0.0004470272686633885
exemplified,3,0.00022351363433169424
exemplify,1,7.450454477723141e-05
exempt,2,0.00014900908955446283
exist,57,0.0042467590523021905
existed,5,0.00037252272388615704
existence,55,0.004097749962747727
existent,1,7.450454477723141e-05
existing,10,0.0007450454477723141
exists,33,0.0024586499776486368
expect,6,0.0004470272686633885
expectation,2,0.00014900908955446283
expectations,12,0.000894054537326777
expecting,4,0.00029801817910892565
expend,1,7.450454477723141e-05
expense,1,7.450454477723141e-05
expenses,2,0.00014900908955446283
experience,76,0.005662345403069587
experienceas,1,7.450454477723141e-05
experienced,10,0.0007450454477723141
experiencenot,1,7.450454477723141e-05
experiences,15,0.001117568171658471
explained,3,0.00022351363433169424
explaining,3,0.00022351363433169424
explanation,2,0.00014900908955446283
explicitly,1,7.450454477723141e-05
explored,1,7.450454477723141e-05
exploring,1,7.450454477723141e-05
exponents,1,7.450454477723141e-05
exporting,1,7.450454477723141e-05
express,4,0.00029801817910892565
expressed,2,0.00014900908955446283
expressing,2,0.00014900908955446283
expression,2,0.00014900908955446283
expressions,1,7.450454477723141e-05
extend,1,7.450454477723141e-05
extends,1,7.450454477723141e-05
extension,3,0.00022351363433169424
extensive,1,7.450454477723141e-05
extent,7,0.0005215318134406199
external,2,0.00014900908955446283
extrinsic,1,7.450454477723141e-05
eye,9,0.0006705409029950827
eyes,6,0.0004470272686633885
fabric,1,7.450454477723141e-05
faceit,1,7.450454477723141e-05
facility,1,7.450454477723141e-05
factsinfinite,1,7.450454477723141e-05
faculty,1,7.450454477723141e-05
fail,2,0.00014900908955446283
failed,2,0.00014900908955446283
failing,1,7.450454477723141e-05
fails,3,0.00022351363433169424
failure,4,0.00029801817910892565
fainter,1,7.450454477723141e-05
faintness,1,7.450454477723141e-05
fall,4,0.00029801817910892565
fallacies,1,7.450454477723141e-05
fallacious,5,0.00037252272388615704
fallaciouswhich,1,7.450454477723141e-05
fallacy,1,7.450454477723141e-05
fallible,1,7.450454477723141e-05
falls,1,7.450454477723141e-05
false,29,0.002160631798539711
falsehood,27,0.002011622708985248
falsehoods,2,0.00014900908955446283
falsely,5,0.00037252272388615704
falsified,1,7.450454477723141e-05
familiar,6,0.0004470272686633885
familiarity,2,0.00014900908955446283
family,1,7.450454477723141e-05
fancy,1,7.450454477723141e-05
fast,1,7.450454477723141e-05
fatal,1,7.450454477723141e-05
favour,8,0.0005960363582178513
favouritism,1,7.450454477723141e-05
fear,1,7.450454477723141e-05
fears,2,0.00014900908955446283
features,1,7.450454477723141e-05
fed,1,7.450454477723141e-05
federal,2,0.00014900908955446283
fee,8,0.0005960363582178513
feeds,1,7.450454477723141e-05
feel,15,0.001117568171658471
feeling,6,0.0004470272686633885
feelings,10,0.0007450454477723141
feels,2,0.00014900908955446283
fees,4,0.00029801817910892565
fetters,1,7.450454477723141e-05
feverish,1,7.450454477723141e-05
figure,2,0.00014900908955446283
file,1,7.450454477723141e-05
files,1,7.450454477723141e-05
finally,3,0.00022351363433169424
financial,1,7.450454477723141e-05
finding,6,0.0004470272686633885
fine,1,7.450454477723141e-05
finite,3,0.00022351363433169424
firm,2,0.00014900908955446283
firmly,4,0.00029801817910892565
fit,3,0.00022351363433169424
fixed,1,7.450454477723141e-05
flash,1,7.450454477723141e-05
fleeting,2,0.00014900908955446283
foes,1,7.450454477723141e-05
follow,7,0.0005215318134406199
food,8,0.0005960363582178513
foolish,1,7.450454477723141e-05
football,1,7.450454477723141e-05
force,1,7.450454477723141e-05
forced,4,0.00029801817910892565
forces,1,7.450454477723141e-05
forget,1,7.450454477723141e-05
forgetting,1,7.450454477723141e-05
forgo,1,7.450454477723141e-05
forgotten,1,7.450454477723141e-05
forks,1,7.450454477723141e-05
form,36,0.002682163611980331
formal,1,7.450454477723141e-05
formally,1,7.450454477723141e-05
format,4,0.00029801817910892565
formats,1,7.450454477723141e-05
formed,3,0.00022351363433169424
forms,5,0.00037252272388615704
fortress,1,7.450454477723141e-05
fortuitous,1,7.450454477723141e-05
fortune,1,7.450454477723141e-05
forwards,1,7.450454477723141e-05
fostered,1,7.450454477723141e-05
foundation,2,0.00014900908955446283
founder,2,0.00014900908955446283
fourth,1,7.450454477723141e-05
fragment,1,7.450454477723141e-05
fragmentary,3,0.00022351363433169424
fragments,1,7.450454477723141e-05
framework,1,7.450454477723141e-05
freedom,4,0.00029801817910892565
freely,5,0.00037252272388615704
frequent,2,0.00014900908955446283
fresh,8,0.0005960363582178513
friend,1,7.450454477723141e-05
friends,3,0.00022351363433169424
frightened,1,7.450454477723141e-05
fulfil,2,0.00014900908955446283
fulfilled,5,0.00037252272388615704
fulfilment,1,7.450454477723141e-05
fulfils,1,7.450454477723141e-05
function,2,0.00014900908955446283
fundamental,7,0.0005215318134406199
future,25,0.0018626136194307853
futures,6,0.0004470272686633885
gain,1,7.450454477723141e-05
garrison,1,7.450454477723141e-05
generality,1,7.450454477723141e-05
generalization,5,0.00037252272388615704
generalizations,6,0.0004470272686633885
generations,2,0.00014900908955446283
genuine,2,0.00014900908955446283
genuinelyempirical,1,7.450454477723141e-05
geography,1,7.450454477723141e-05
geology,1,7.450454477723141e-05
geometry,5,0.00037252272388615704
ghost,2,0.00014900908955446283
ghoststories,1,7.450454477723141e-05
glance,1,7.450454477723141e-05
glasses,1,7.450454477723141e-05
globe,1,7.450454477723141e-05
goals,1,7.450454477723141e-05
goodwill,1,7.450454477723141e-05
govern,2,0.00014900908955446283
gradation,5,0.00037252272388615704
gradations,1,7.450454477723141e-05
gradually,4,0.00029801817910892565
grain,1,7.450454477723141e-05
granted,5,0.00037252272388615704
grapple,1,7.450454477723141e-05
grasp,1,7.450454477723141e-05
gratefully,1,7.450454477723141e-05
gratuitous,1,7.450454477723141e-05
gravely,1,7.450454477723141e-05
gravitation,6,0.0004470272686633885
greatly,2,0.00014900908955446283
greatness,5,0.00037252272388615704
green,5,0.00037252272388615704
greens,1,7.450454477723141e-05
greenyblue,1,7.450454477723141e-05
gross,3,0.00022351363433169424
ground,10,0.0007450454477723141
groundless,1,7.450454477723141e-05
grounds,11,0.0008195499925495455
grow,1,7.450454477723141e-05
growing,1,7.450454477723141e-05
grown,2,0.00014900908955446283
growth,2,0.00014900908955446283
guarantee,6,0.0004470272686633885
guard,2,0.00014900908955446283
guarded,1,7.450454477723141e-05
guide,1,7.450454477723141e-05
habit,6,0.0004470272686633885
habits,1,7.450454477723141e-05
habitual,1,7.450454477723141e-05
habitually,1,7.450454477723141e-05
hairsplitting,1,7.450454477723141e-05
hallucinations,2,0.00014900908955446283
halved,2,0.00014900908955446283
halves,1,7.450454477723141e-05
hand,7,0.0005215318134406199
handbooks,1,7.450454477723141e-05
happen,8,0.0005960363582178513
happened,6,0.0004470272686633885
happiness,1,7.450454477723141e-05
hard,9,0.0006705409029950827
hardness,6,0.0004470272686633885
hardnesses,1,7.450454477723141e-05
harm,1,7.450454477723141e-05
harmless,1,7.450454477723141e-05
harmonious,3,0.00022351363433169424
harmonize,2,0.00014900908955446283
harmony,1,7.450454477723141e-05
hates,1,7.450454477723141e-05
hatred,1,7.450454477723141e-05
hatreds,1,7.450454477723141e-05
head,5,0.00037252272388615704
hear,10,0.0007450454477723141
heard,4,0.00029801817910892565
hearing,4,0.00029801817910892565
hears,2,0.00014900908955446283
heartbeats,1,7.450454477723141e-05
heat,2,0.00014900908955446283
heaven,1,7.450454477723141e-05
heavens,1,7.450454477723141e-05
held,17,0.001266577261212934
helpful,1,7.450454477723141e-05
heretofore,1,7.450454477723141e-05
hesitatingly,1,7.450454477723141e-05
hides,1,7.450454477723141e-05
hierarchy,2,0.00014900908955446283
highly,4,0.00029801817910892565
hills,1,7.450454477723141e-05
hinder,1,7.450454477723141e-05
historian,1,7.450454477723141e-05
historic,1,7.450454477723141e-05
historical,2,0.00014900908955446283
historically,1,7.450454477723141e-05
history,3,0.00022351363433169424
hitherto,8,0.0005960363582178513
hold,11,0.0008195499925495455
holder,4,0.00029801817910892565
holds,5,0.00037252272388615704
honour,1,7.450454477723141e-05
hoofs,1,7.450454477723141e-05
hooks,2,0.00014900908955446283
hope,10,0.0007450454477723141
hoped,1,7.450454477723141e-05
hopeless,1,7.450454477723141e-05
hopes,3,0.00022351363433169424
horrors,1,7.450454477723141e-05
horse,2,0.00014900908955446283
host,1,7.450454477723141e-05
hostile,2,0.00014900908955446283
hot,1,7.450454477723141e-05
hour,2,0.00014900908955446283
house,3,0.00022351363433169424
houses,2,0.00014900908955446283
howeverwhich,1,7.450454477723141e-05
human,14,0.0010430636268812397
hundreds,1,7.450454477723141e-05
hunger,3,0.00022351363433169424
hungry,2,0.00014900908955446283
hypertext,1,7.450454477723141e-05
hypotheses,7,0.0005215318134406199
hypothesis,5,0.00037252272388615704
hypothetical,3,0.00022351363433169424
idea,29,0.002160631798539711
idealism,5,0.00037252272388615704
idealists,4,0.00029801817910892565
ideas,36,0.002682163611980331
ideasie,1,7.450454477723141e-05
identical,5,0.00037252272388615704
identification,1,7.450454477723141e-05
identify,2,0.00014900908955446283
identity,1,7.450454477723141e-05
ignorance,1,7.450454477723141e-05
ignorant,1,7.450454477723141e-05
illumination,1,7.450454477723141e-05
illusoriness,1,7.450454477723141e-05
illusory,1,7.450454477723141e-05
illustrated,1,7.450454477723141e-05
illustrates,2,0.00014900908955446283
illustration,6,0.0004470272686633885
illustrations,1,7.450454477723141e-05
image,8,0.0005960363582178513
imagination,7,0.0005215318134406199
imagine,6,0.0004470272686633885
imagined,2,0.00014900908955446283
imagining,2,0.00014900908955446283
immutable,1,7.450454477723141e-05
impaired,1,7.450454477723141e-05
impairs,1,7.450454477723141e-05
impartial,1,7.450454477723141e-05
impartiality,3,0.00022351363433169424
impartially,1,7.450454477723141e-05
impenetrable,1,7.450454477723141e-05
imperceptible,2,0.00014900908955446283
impersonal,1,7.450454477723141e-05
implied,5,0.00037252272388615704
implies,4,0.00029801817910892565
imply,2,0.00014900908955446283
impose,1,7.450454477723141e-05
imposed,2,0.00014900908955446283
impossibility,5,0.00037252272388615704
impossible,15,0.001117568171658471
impression,1,7.450454477723141e-05
imprisoned,1,7.450454477723141e-05
improbable,3,0.00022351363433169424
inaccurate,1,7.450454477723141e-05
inadequate,2,0.00014900908955446283
incapable,8,0.0005960363582178513
inclination,1,7.450454477723141e-05
inclined,2,0.00014900908955446283
include,3,0.00022351363433169424
included,10,0.0007450454477723141
includes,1,7.450454477723141e-05
including,8,0.0005960363582178513
incoherent,2,0.00014900908955446283
incompatible,1,7.450454477723141e-05
incomplete,9,0.0006705409029950827
incompleteness,3,0.00022351363433169424
inconceivable,2,0.00014900908955446283
inconsistencies,1,7.450454477723141e-05
inconsistency,1,7.450454477723141e-05
inconsistent,2,0.00014900908955446283
increase,1,7.450454477723141e-05
increased,3,0.00022351363433169424
increases,2,0.00014900908955446283
increasing,1,7.450454477723141e-05
incredulous,1,7.450454477723141e-05
indefinite,2,0.00014900908955446283
indefinitely,1,7.450454477723141e-05
indemnify,1,7.450454477723141e-05
independence,1,7.450454477723141e-05
independent,19,0.0014155863507673968
independently,10,0.0007450454477723141
indestructible,1,7.450454477723141e-05
indicating,1,7.450454477723141e-05
indifferent,2,0.00014900908955446283
indirectly,2,0.00014900908955446283
individual,6,0.0004470272686633885
individually,2,0.00014900908955446283
indubitable,5,0.00037252272388615704
induction,16,0.0011920727164357026
inductive,19,0.0014155863507673968
inevitable,1,7.450454477723141e-05
inexplicable,1,7.450454477723141e-05
infallibility,1,7.450454477723141e-05
infallible,3,0.00022351363433169424
